ID,Type,SKU,Name,Published,Featured,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wcj_product_price_by_user_role_enabled
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-AUT,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato autobus Fig. 59,1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-MAC,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.07,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato macchine agricole Fig. 62,1,1,
,variation,MS-CARTELLO-DISCO-TRASPORTO-MERCI-PERI,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.07,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Trasporto merci pericolose Fig. 63,1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-PRO,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.07,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato prodotti contaminanti Fig. 64/b,1,1,
,variation,MS-CARTELLO-DISCO-DIVIETO-DI-SOSTA-FIG,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Divieto di sosta Fig. 74,1,1,
,variation,MS-CARTELLO-DISCO-DIVIETO-DI-FERMATA-F,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Divieto di fermata Fig. 75,1,1,
,variation,MS-CARTELLO-DISCO-DARE-PRECEDENZA-SENS,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Dare precedenza sensi unici alternati Fig. 41,1,1,
,variation,MS-CARTELLO-DISCO-DIVIETO-DI-TRANSITO-,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Divieto di transito Fig. 46,1,1,
,variation,MS-CARTELLO-DISCO-DIVIETO-SORPASSO-VEI,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,"Divieto sorpasso veicoli >3,5t Fig. 52",1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-VEI,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,"Transito vietato veicoli massa >3,5t Fig. 60/a",1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-MAS,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato massa >...ton Fig. 60/b,1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-VEI,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato veicoli con rimorchio Fig. 61,1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-LAR,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato larghezza superiore Fig. 65,1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-ALT,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato altezza superiore Fig. 66,1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-LUN,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato lunghezza massima Fig. II/67,1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-MAS,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato massa superiore Fig. 68,1,1,
,variation,MS-CARTELLO-DISCO-TRANSITO-VIETATO-MAS,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Transito vietato massa per asse Fig. 69,1,1,
,variation,MS-CARTELLO-DISCO-VIA-LIBERA-FIG-70,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Via libera Fig. 70,1,1,
,variation,MS-CARTELLO-DISCO-PASSAGGIO-OBBLIGATOR,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Passaggio obbligatorio sinistra Fig. 82/a,1,1,
,variation,MS-CARTELLO-DISCO-PASSAGGIO-OBBLIGATOR,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Passaggio obbligatorio destra Fig. 82/b,1,1,
,variation,MS-CARTELLO-DISCO-PASSAGGI-CONSENTITI-,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Passaggi consentiti 60 cm Fig. 83,1,1,
,variation,MS-CARTELLO-DISCO-DIREZIONI-CONSENTITE,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Direzioni consentite diritto e destra Fig. 81/b,1,1,
,variation,MS-CARTELLO-DISCO-DIREZIONI-CONSENTITE,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Direzioni consentite diritto e sinistra Fig. 81/c,1,1,
,variation,MS-CARTELLO-DISCO-ROTATORIA-FIG-84,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Rotatoria Fig. 84,1,1,
,variation,MS-CARTELLO-DISCO-CATENE-PER-NEVE-OBBL,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Catene per neve obbligatorie Fig. 87,1,1,
,variation,MS-CARTELLO-DISCO-FINE-LIMITE-MINIMO-D,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.07,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Fine limite minimo di velocità Fig. 86,1,1,
,variation,MS-CARTELLO-DISCO-LIMITE-MINIMO-DI-VEL,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Limite minimo di velocità Fig. 85,1,1,
,variation,MS-CARTELLO-DISCO-LIMITE-MASSIMO-VELOC,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Limite massimo velocità 80 km/h Fig. 50,1,1,
,variation,MS-CARTELLO-DISCO-FINE-DIVIETO-DI-SORP,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.07,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,"Fine divieto di sorpasso >3,5t Fig. 73",1,1,
,variation,MS-CARTELLO-DISCO-PISTA-CICLABILE-CONT,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Pista ciclabile contigua al marciapiede Fig. 92/a,1,1,
,variation,MS-CARTELLO-DISCO-FINE-DEL-DIVIETO-DI-,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Fine del divieto di sorpasso Fig. 72,1,1,
,variation,MS-CARTELLO-DISCO-LIMITE-MASSIMO-VELOC,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Limite massimo velocità 90 km/h Fig. 50,1,1,
,variation,MS-CARTELLO-DISCO-PASSAGGIO-OBBLIGATOR,Cartello Disco — Dischi 60 cm (prodotti singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,127.96,Segnaletica Verticale,,,https://epanza.com/4755-large_default/cartello-stradale-passaggi-consentiti-disco-diametro-40-cm-classe-1-fig-83-lamiera.jpg,,,MS-CARTELLO-DISCO,,,,,,0,Taglia,Passaggio obbligatorio veicoli ingombranti Fig. — Classe 2,1,1,
,variable,MS-LIMITE-MASSIMO-DI,Limite Massimo di Velocità Fig. 50 — Disco 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,10 km/h|20 km/h|30 km/h|Personalizzabile (alluminio)|Personalizzabile (lamiera Cl.2)|80 km/h|90 km/h,1,1,
,variation,MS-LIMITE-MASSIMO-DI-10-KM-H,Limite Massimo di Velocità Fig. 50 — Disco 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-LIMITE-MASSIMO-DI,,,,,,0,Taglia,10 km/h,1,1,
,variation,MS-LIMITE-MASSIMO-DI-20-KM-H,Limite Massimo di Velocità Fig. 50 — Disco 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-LIMITE-MASSIMO-DI,,,,,,0,Taglia,20 km/h,1,1,
,variation,MS-LIMITE-MASSIMO-DI-30-KM-H,Limite Massimo di Velocità Fig. 50 — Disco 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-LIMITE-MASSIMO-DI,,,,,,0,Taglia,30 km/h,1,1,
,variation,MS-LIMITE-MASSIMO-DI-PERSONALIZZABILE-ALL,Limite Massimo di Velocità Fig. 50 — Disco 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,19.75,Segnaletica Verticale,,,,,,MS-LIMITE-MASSIMO-DI,,,,,,0,Taglia,Personalizzabile (alluminio),1,1,
,variation,MS-LIMITE-MASSIMO-DI-PERSONALIZZABILE-LAM,Limite Massimo di Velocità Fig. 50 — Disco 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-LIMITE-MASSIMO-DI,,,,,,0,Taglia,Personalizzabile (lamiera Cl.2),1,1,
,variation,MS-LIMITE-MASSIMO-DI-80-KM-H,Limite Massimo di Velocità Fig. 50 — Disco 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-LIMITE-MASSIMO-DI,,,,,,0,Taglia,80 km/h,1,1,
,variation,MS-LIMITE-MASSIMO-DI-90-KM-H,Limite Massimo di Velocità Fig. 50 — Disco 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-LIMITE-MASSIMO-DI,,,,,,0,Taglia,90 km/h,1,1,
,variable,MS-DIREZIONE-OBBLIGATORIA-A,Direzione Obbligatoria a Sinistra Fig. 80/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-DIREZIONE-OBBLIGATORIA-A-40-CM,Direzione Obbligatoria a Sinistra Fig. 80/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-DIREZIONE-OBBLIGATORIA-A,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-DIREZIONE-OBBLIGATORIA-A-60-CM,Direzione Obbligatoria a Sinistra Fig. 80/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-DIREZIONE-OBBLIGATORIA-A,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-DIREZIONE-OBBLIGATORIA-A-2,Direzione Obbligatoria a Destra Fig. 80/c — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-DIREZIONE-OBBLIGATORIA-A-2-40-CM,Direzione Obbligatoria a Destra Fig. 80/c — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-DIREZIONE-OBBLIGATORIA-A-2,,,,,,0,Taglia,40 cm,1,1,
,variable,MS-PASSAGGIO-OBBLIGATORIO-A,Passaggio Obbligatorio a Sinistra Fig. 82/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-PASSAGGIO-OBBLIGATORIO-A-40-CM,Passaggio Obbligatorio a Sinistra Fig. 82/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-PASSAGGIO-OBBLIGATORIO-A,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-PASSAGGIO-OBBLIGATORIO-A-60-CM,Passaggio Obbligatorio a Sinistra Fig. 82/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-PASSAGGIO-OBBLIGATORIO-A,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PASSAGGIO-OBBLIGATORIO-A-2,Passaggio Obbligatorio a Destra Fig. 82/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-PASSAGGIO-OBBLIGATORIO-A-2-40-CM,Passaggio Obbligatorio a Destra Fig. 82/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-PASSAGGIO-OBBLIGATORIO-A-2,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-PASSAGGIO-OBBLIGATORIO-A-2-60-CM,Passaggio Obbligatorio a Destra Fig. 82/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-PASSAGGIO-OBBLIGATORIO-A-2,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PASSAGGI-CONSENTITI-FIG,Passaggi Consentiti Fig. 83 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-PASSAGGI-CONSENTITI-FIG-40-CM,Passaggi Consentiti Fig. 83 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-PASSAGGI-CONSENTITI-FIG,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-PASSAGGI-CONSENTITI-FIG-60-CM,Passaggi Consentiti Fig. 83 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-PASSAGGI-CONSENTITI-FIG,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PERCORSO-PEDONALE-FIG,Percorso Pedonale Fig. 88 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-PERCORSO-PEDONALE-FIG-40-CM,Percorso Pedonale Fig. 88 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-PERCORSO-PEDONALE-FIG,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-PERCORSO-PEDONALE-FIG-60-CM,Percorso Pedonale Fig. 88 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-PERCORSO-PEDONALE-FIG,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-FINE-DEL-PERCORSO,Fine del Percorso Pedonale Fig. 89 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-FINE-DEL-PERCORSO-40-CM,Fine del Percorso Pedonale Fig. 89 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-FINE-DEL-PERCORSO,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-FINE-DEL-PERCORSO-60-CM,Fine del Percorso Pedonale Fig. 89 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-FINE-DEL-PERCORSO,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PISTA-CICLABILE-FIG,Pista Ciclabile Fig. 90 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-PISTA-CICLABILE-FIG-40-CM,Pista Ciclabile Fig. 90 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-PISTA-CICLABILE-FIG,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-PISTA-CICLABILE-FIG-60-CM,Pista Ciclabile Fig. 90 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-PISTA-CICLABILE-FIG,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-FINE-PISTA-CICLABILE,Fine Pista Ciclabile Fig. 91 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-FINE-PISTA-CICLABILE-40-CM,Fine Pista Ciclabile Fig. 91 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-FINE-PISTA-CICLABILE,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-FINE-PISTA-CICLABILE-60-CM,Fine Pista Ciclabile Fig. 91 — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-FINE-PISTA-CICLABILE,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PISTA-CICLABILE-CONTIGUA,Pista Ciclabile Contigua al Marciapiede Fig. 92/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-PISTA-CICLABILE-CONTIGUA-40-CM,Pista Ciclabile Contigua al Marciapiede Fig. 92/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-PISTA-CICLABILE-CONTIGUA,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-PISTA-CICLABILE-CONTIGUA-60-CM,Pista Ciclabile Contigua al Marciapiede Fig. 92/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-PISTA-CICLABILE-CONTIGUA,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PERCORSO-PEDONALE-E,Percorso Pedonale e Ciclabile Fig. 92/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-PERCORSO-PEDONALE-E-40-CM,Percorso Pedonale e Ciclabile Fig. 92/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-PERCORSO-PEDONALE-E,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-PERCORSO-PEDONALE-E-60-CM,Percorso Pedonale e Ciclabile Fig. 92/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-PERCORSO-PEDONALE-E,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-FINE-PISTA-CICLABILE-2,Fine Pista Ciclabile Contigua al Marciapiede Fig. 93/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-FINE-PISTA-CICLABILE-2-40-CM,Fine Pista Ciclabile Contigua al Marciapiede Fig. 93/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-FINE-PISTA-CICLABILE-2,,,,,,0,Taglia,40 cm,1,1,
